abis	1
adek	1
aduh	1
ahli agama	1
aib	1
aja	1
ajak	1
ajakan	1
ajar	1
akibat	1
aliansi	1
alot	1
ampun	1
amuk	1
angguk	1
angkut	1
angsur	1
anjir	1
antologi	1
apa	1
apatis	1
arah	1
arti	1
arung	1
ayahanda	1
ayun	1
azimat	1
bahasan	1
baiknya	1
bajing	1
bakar	1
baku	1
balas	1
banting	1
baper	1
bau tanah	1
bawa	1
bayar	1
becus	1
belom	1
bentang	1
bentur	1
bepergian	1
beranda	1
berarti	1
berdua	1
bergema	1
bergeming	1
bergetar	1
berimbuh	1
berjaga jaga	1
berjatuhan	1
berkat	1
berlebih	1
berlimpah	1
beroperasi	1
berpandangan	1
berparade	1
berpembawaan	1
berprasangka	1
berproses	1
bersangkut	1
bersedia	1
bersesal	1
bersiap	1
bersikukuh	1
bersiteguh	1
bertekan	1
bertingkat	1
bertukar akal	1
biar	1
biarkan	1
bijaksana	1
bilas	1
bisu	1
bom	1
bopong	1
buat	1
bungkam	1
buntut	1
buru	1
buru buru	1
buruan	1
cegak	1
cemplung	1
cengang	1
cengkeram	1
cengkeraman	1
chatbot	1
check	1
cium telapak kaki	1
ciyeee	1
copas	1
copot	1
copy paste	1
cuek	1
curiga	1
daftar	1
damping	1
dangkal	1
darat	1
darurat	1
dede	1
degub	1
dekat	1
deket	1
deres	1
desak	1
diajak	1
dialog	1
diam	1
dicuekin	1
dimiliki	1
dimulai	1
diproses	1
disarankan	1
doang	1
dua	1
dunia	1
dzuhur	1
eaa	1
engah	1
entitas	1
erang	1
esok	1
firasat	1
follback	1
fulanah	1
ganjar balas	1
ganjaran balasan	1
ganyang	1
gejolak	1
gelagat	1
gelegak	1
geleser	1
gelesot	1
gelincir	1
gema	1
gending	1
gentar	1
gerak gerik	1
gerak laku	1
gerimis	1
gesek	1
geser	1
getar	1
getaran	1
globe	1
gontai	1
goreng	1
gores	1
gugur	1
guna	1
gurih	1
gusar	1
guys	1
habituasi	1
hajat	1
halo	1
hastag	1
hay	1
heboh	1
hendak	1
hendaknya	1
hi	1
hiii	1
himpit	1
hiruk	1
hitung	1
hostel	1
hotel	1
hubung	1
hujan	1
hy	1
iflix	1
ikat	1
imam	1
imbal	1
imbalan	1
imbuh	1
imla	1
inggris	1
inklusif	1
insiden	1
instan	1
instant	1
